index,game,score,leaderbord,gamers,comp_perc,rating,url,min_comp_time,max_comp_time,Links,genres,developer,publisher,release_date,size
10,A Winter's Daydream,1303,1.01,2249,98.0,2.1,https://www.truetrophies.com/game/A-Winters-Daydream/trophies,0,1,https://www.truetrophies.com/game/A-Winters-Daydream,Visual-Novel,ebihime,Sometimes-You,2019/October/08,551MB
11,A Winter's Daydream (EU),1303,1.01,2332,97.8,2.3,https://www.truetrophies.com/game/A-Winters-Daydream-European/trophies,0,1,https://www.truetrophies.com/game/A-Winters-Daydream-European,Visual-Novel,ebihime,Sometimes-You,2019/October/08,551MB
12,Aaru's Awakening,585,1.86,2681,23.4,2.5,https://www.truetrophies.com/game/Aarus-Awakening/trophies,6,8,https://www.truetrophies.com/game/Aarus-Awakening,Platformer,Lumenox-Games,Lumenox-Games,2015/April/07,1.60GB
13,Absolute Drift: Zen Edition,1992,1.56,3418,27.1,3.3,https://www.truetrophies.com/game/Absolute-Drift-Zen-Edition/trophies,8,10,https://www.truetrophies.com/game/Absolute-Drift-Zen-Edition,Arcade-Racing|Automobile,Funselektor-Labs,Flippfly,2016/August/16,380MB
14,Abyss: The Wraiths of Eden,1350,1.06,1881,83.2,3.4,https://www.truetrophies.com/game/Abyss-The-Wraiths-of-Eden/trophies,5,6,https://www.truetrophies.com/game/Abyss-The-Wraiths-of-Eden,Adventure|Point-and-Click,Artifex-Mundi,Artifex-Mundi,2017/October/20,1.10GB
15,ABZ??,525,1.75,38538,22.1,3.7,https://www.truetrophies.com/game/ABZU/trophies,3,4,https://www.truetrophies.com/game/ABZU,Adventure,Giant-Squid,505-Games,2016/August/02,1.90GB
16,ACA NEOGEO AERO FIGHTERS 2,315,1.11,860,67.3,3.2,https://www.truetrophies.com/game/ACA-NEOGEO-AERO-FIGHTERS-2/trophies,0,1,https://www.truetrophies.com/game/ACA-NEOGEO-AERO-FIGHTERS-2,Shoot-em-up,Hamster,Hamster,2017/August/03,87MB
17,ACA NEOGEO AERO FIGHTERS 3,309,1.08,297,76.1,3.8,https://www.truetrophies.com/game/ACA-NEOGEO-AERO-FIGHTERS-3/trophies,0,1,https://www.truetrophies.com/game/ACA-NEOGEO-AERO-FIGHTERS-3,Shoot-em-up,Hamster,Hamster,2018/March/15,103MB
18,ACA NEOGEO ART OF FIGHTING,310,1.09,460,77.0,2.5,https://www.truetrophies.com/game/ACA-NEOGEO-ART-OF-FIGHTING/trophies,0,1,https://www.truetrophies.com/game/ACA-NEOGEO-ART-OF-FIGHTING,Fighting,Hamster,Hamster,2017/April/20,97MB
19,ACA NEOGEO BURNING FIGHT,324,1.14,424,67.2,2.7,https://www.truetrophies.com/game/ACA-NEOGEO-BURNING-FIGHT/trophies,0,1,https://www.truetrophies.com/game/ACA-NEOGEO-BURNING-FIGHT,Beat-em-up,Hamster,Hamster,2017/September/28,79MB
20,ACA NEOGEO FATAL FURY,307,1.08,390,73.3,2.2,https://www.truetrophies.com/game/ACA-NEOGEO-FATAL-FURY/trophies,0,1,https://www.truetrophies.com/game/ACA-NEOGEO-FATAL-FURY,Fighting,Hamster,Hamster,2017/January/04,82MB
21,ACA NEOGEO FATAL FURY 2,300,1.05,431,82.4,2.2,https://www.truetrophies.com/game/ACA-NEOGEO-FATAL-FURY-2/trophies,0,1,https://www.truetrophies.com/game/ACA-NEOGEO-FATAL-FURY-2,Fighting,Hamster,Hamster,2017/June/22,91MB
22,ACA NEOGEO GALAXY FIGHT: UNIVERSAL WARRIORS,305,1.07,228,79.8,2.2,https://www.truetrophies.com/game/ACA-NEOGEO-GALAXY-FIGHT-UNIVERSAL-WARRIORS/trophies,0,1,https://www.truetrophies.com/game/ACA-NEOGEO-GALAXY-FIGHT-UNIVERSAL-WARRIORS,Fighting,Hamster,Hamster,2017/April/06,101MB
23,ACA NEOGEO GHOST PILOTS,319,1.12,352,67.9,3.1,https://www.truetrophies.com/game/ACA-NEOGEO-GHOST-PILOTS/trophies,0,1,https://www.truetrophies.com/game/ACA-NEOGEO-GHOST-PILOTS,Shoot-em-up,Hamster,Hamster,2018/June/08,84MB
24,ACA NEOGEO METAL SLUG,318,1.12,1043,66.3,3.4,https://www.truetrophies.com/game/ACA-NEOGEO-METAL-SLUG/trophies,0,1,https://www.truetrophies.com/game/ACA-NEOGEO-METAL-SLUG,Run-and-Gun,Hamster,Hamster,2016/November/24,101MB
25,ACA NEOGEO NAM-1975,310,1.09,537,77.5,3.0,https://www.truetrophies.com/game/ACA-NEOGEO-NAM1975/trophies,0,1,https://www.truetrophies.com/game/ACA-NEOGEO-NAM1975,On-Rails|Shoot-em-up,Hamster,Hamster,2017/March/02,72MB
26,ACA NEOGEO PULSTAR,338,1.19,300,55.0,3.5,https://www.truetrophies.com/game/ACA-NEOGEO-PULSTAR/trophies,0,1,https://www.truetrophies.com/game/ACA-NEOGEO-PULSTAR,Shoot-em-up,Hamster,Hamster,2017/July/06,118MB
27,ACA NEOGEO SAMURAI SHODOWN,320,1.12,668,69.2,2.9,https://www.truetrophies.com/game/ACA-NEOGEO-SAMURAI-SHODOWN/trophies,0,1,https://www.truetrophies.com/game/ACA-NEOGEO-SAMURAI-SHODOWN,Fighting,Hamster,Hamster,2016/December/08,101MB
28,ACA NEOGEO SENGOKU,315,1.11,422,69.7,3.0,https://www.truetrophies.com/game/ACA-NEOGEO-SENGOKU/trophies,0,1,https://www.truetrophies.com/game/ACA-NEOGEO-SENGOKU,Beat-em-up,Hamster,Hamster,2017/March/16,78MB
29,ACA NEOGEO SENGOKU 2,310,1.09,236,76.3,2.9,https://www.truetrophies.com/game/ACA-NEOGEO-SENGOKU-2/trophies,0,1,https://www.truetrophies.com/game/ACA-NEOGEO-SENGOKU-2,Beat-em-up,Hamster,Hamster,2017/June/08,92MB
30,ACA NEOGEO SHOCK TROOPERS,316,1.11,292,68.8,4.1,https://www.truetrophies.com/game/ACA-NEOGEO-SHOCK-TROOPERS/trophies,0,1,https://www.truetrophies.com/game/ACA-NEOGEO-SHOCK-TROOPERS,Shoot-em-up,Hamster,Hamster,2018/January/25,118MB
31,ACA NEOGEO THE KING OF FIGHTERS '94,318,1.12,640,70.6,2.9,https://www.truetrophies.com/game/ACA-NEOGEO-THE-KING-OF-FIGHTERS-94/trophies,0,1,https://www.truetrophies.com/game/ACA-NEOGEO-THE-KING-OF-FIGHTERS-94,Fighting,Hamster,Hamster,2016/October/27,105MB
32,ACA NEOGEO THE KING OF FIGHTERS '95,310,1.09,430,76.0,2.9,https://www.truetrophies.com/game/ACA-NEOGEO-THE-KING-OF-FIGHTERS-95/trophies,0,1,https://www.truetrophies.com/game/ACA-NEOGEO-THE-KING-OF-FIGHTERS-95,Fighting,Hamster,Hamster,2017/April/27,133MB
33,ACA NEOGEO THE KING OF FIGHTERS '96,306,1.07,431,79.8,3.0,https://www.truetrophies.com/game/ACA-NEOGEO-THE-KING-OF-FIGHTERS-96/trophies,0,1,https://www.truetrophies.com/game/ACA-NEOGEO-THE-KING-OF-FIGHTERS-96,Fighting,Hamster,Hamster,2017/August/10,129MB
34,ACA NEOGEO THE LAST BLADE,307,1.08,329,79.9,2.6,https://www.truetrophies.com/game/ACA-NEOGEO-THE-LAST-BLADE/trophies,0,1,https://www.truetrophies.com/game/ACA-NEOGEO-THE-LAST-BLADE,Fighting,Hamster,Hamster,2017/May/18,143MB
35,ACA NEOGEO WORLD HEROES,301,1.06,468,82.1,2.6,https://www.truetrophies.com/game/ACA-NEOGEO-WORLD-HEROES/trophies,0,1,https://www.truetrophies.com/game/ACA-NEOGEO-WORLD-HEROES,Fighting,Hamster,Hamster,2017/January/26,76MB
36,ACA NEOGEO WORLD HEROES 2,314,1.1,373,74.3,2.7,https://www.truetrophies.com/game/ACA-NEOGEO-WORLD-HEROES-2/trophies,0,1,https://www.truetrophies.com/game/ACA-NEOGEO-WORLD-HEROES-2,Fighting,Hamster,Hamster,2017/May/25,97MB
37,ACA NEOGEO ZED BLADE,311,1.09,393,72.3,2.9,https://www.truetrophies.com/game/ACA-NEOGEO-ZED-BLADE/trophies,0,1,https://www.truetrophies.com/game/ACA-NEOGEO-ZED-BLADE,Shoot-em-up,Hamster,Hamster,2017/August/10,84MB
38,Access Denied,1378,1.02,2414,94.3,2.4,https://www.truetrophies.com/game/Access-Denied/trophies,0,1,https://www.truetrophies.com/game/Access-Denied,Puzzle,Stately-Snail,Ratalaika-Games,2019/February/05,347MB
39,Access Denied (Asia),1363,1.01,1104,97.2,2.2,https://www.truetrophies.com/game/Access-Denied-Asian/trophies,0,1,https://www.truetrophies.com/game/Access-Denied-Asian,Puzzle,Stately-Snail,eastasiasoft,2019/February/15,351MB
40,Access Denied (EU),1381,1.02,3857,93.8,2.1,https://www.truetrophies.com/game/Access-Denied-European/trophies,0,1,https://www.truetrophies.com/game/Access-Denied-European,Puzzle,Stately-Snail,Ratalaika-Games,2019/February/18,349MB
41,Accounting+,1797,1.33,6124,18.1,3.7,https://www.truetrophies.com/game/Accounting/trophies,1,2,https://www.truetrophies.com/game/Accounting,Adventure|Point-and-Click,Crows-Crows-Crows,Crows-Crows-Crows,2017/December/19,659MB
42,ACT IT OUT! A Game of Charades,380,1.21,2421,58.7,2.0,https://www.truetrophies.com/game/Act-It-Out-A-Game-of-Charades/trophies,0,1,https://www.truetrophies.com/game/Act-It-Out-A-Game-of-Charades,Party,Snap-Finger-Click,Snap-Finger-Click,2016/January/05,297MB
43,Active Neurons - Puzzle Game,1373,1.03,758,92.6,2.0,https://www.truetrophies.com/game/Active-Neurons-Puzzle-Game/trophies,1,2,https://www.truetrophies.com/game/Active-Neurons-Puzzle-Game,Puzzle,USANIK,Sometimes-You,2020/April/29,206MB
44,Active Neurons - Puzzle Game (EU),1364,1.02,1012,94.3,2.1,https://www.truetrophies.com/game/Active-Neurons-Puzzle-Game-European/trophies,0,1,https://www.truetrophies.com/game/Active-Neurons-Puzzle-Game-European,Puzzle,USANIK,Sometimes-You,2020/April/29,206MB
45,Active Soccer 2 DX (EU),444,1.56,917,29.3,2.5,https://www.truetrophies.com/game/Active-Soccer-2-DX-European/trophies,6,8,https://www.truetrophies.com/game/Active-Soccer-2-DX-European,Football|Sports,The-Fox-Software,The-Fox-Software,2016/December/14,214MB
46,Adam's Venture: Origins,1417,1.07,9678,84.3,2.3,https://www.truetrophies.com/game/Adams-Venture-Origins/trophies,3,4,https://www.truetrophies.com/game/Adams-Venture-Origins,Adventure|Puzzle,Vertigo-Games,SOEDESCO,2016/April/01,4.20GB
47,Adventure Time: Finn and Jake Investigations,1559,1.21,4745,58.7,3.1,https://www.truetrophies.com/game/Adventure-Time-Finn-and-Jake-Investigations/trophies,6,8,https://www.truetrophies.com/game/Adventure-Time-Finn-and-Jake-Investigations,Adventure|Point-and-Click,Vicious-Cycle,Little-Orbit,2015/October/20,4.29GB
48,Adventure Time: Pirates of the Enchiridion,1997,1.48,6238,39.4,3.0,https://www.truetrophies.com/game/Adventure-Time-Pirates-of-the-Enchiridion/trophies,8,10,https://www.truetrophies.com/game/Adventure-Time-Pirates-of-the-Enchiridion,Role-Playing|Turn-Based,Climax-Studios,Outright-Games,2018/July/17,1.81GB
49,Adventures of Pip,520,1.65,1178,26.8,3.8,https://www.truetrophies.com/game/Adventures-of-Pip/trophies,6,8,https://www.truetrophies.com/game/Adventures-of-Pip,Platformer,TicToc-Games,TicToc-Games,2015/August/18,163MB
50,AER - Memories of Old,1373,1.09,2176,81.0,3.3,https://www.truetrophies.com/game/AER/trophies,3,4,https://www.truetrophies.com/game/AER,Action-Adventure,Forgotten-Key,Daedalic-Entertainment,2017/October/25,1.38GB
51,AER - Memories of Old (EU),1364,1.08,2633,81.8,2.8,https://www.truetrophies.com/game/AER-Memories-of-Old-European/trophies,2,3,https://www.truetrophies.com/game/AER-Memories-of-Old-European,Action-Adventure,Forgotten-Key,Daedalic-Entertainment,2017/October/25,1.38GB
52,Aerial Life,304,1.01,427,97.2,1.5,https://www.truetrophies.com/game/Aerial-Life/trophies,0,1,https://www.truetrophies.com/game/Aerial-Life,Visual-Novel,Prekano,Entergram,2019/October/24,1.14GB
53,Afro Samurai 2: Revenge of Kuma Volume 1,387,1.36,316,30.7,1.5,https://www.truetrophies.com/game/Afro-Samurai-2-Revenge-of-Kuma-Volume-1/trophies,3,4,https://www.truetrophies.com/game/Afro-Samurai-2-Revenge-of-Kuma-Volume-1,Hack-and-Slash,Redacted-Studios,Versus-Evil,2015/September/22,
54,Agatha Christie - The ABC Murders,406,1.29,3276,24.9,3.1,https://www.truetrophies.com/game/Agatha-Christie-The-ABC-Murders/trophies,6,8,https://www.truetrophies.com/game/Agatha-Christie-The-ABC-Murders,Adventure|Point-and-Click,Artefacts-Studio,Anuman-Interactive,2016/February/04,2.70GB
55,Agents of Mayhem,2684,2.03,14809,11.5,3.3,https://www.truetrophies.com/game/Agents-of-Mayhem/trophies,50,60,https://www.truetrophies.com/game/Agents-of-Mayhem,Open-World|Third-Person-Shooter,Deep-Silver-Volition,Bandai-Namco-Entertainment|Deep-Silver,2017/August/15,34.74GB
56,AI: The Somnium Files,1606,1.27,2099,50.2,4.4,https://www.truetrophies.com/game/AI-The-Somnium-Files/trophies,20,25,https://www.truetrophies.com/game/AI-The-Somnium-Files,Adventure,Spike-Chunsoft,Spike-Chunsoft,2019/September/17,12.20GB
57,Akiba's Trip: Undead & Undressed,2853,2.11,7112,15.4,3.6,https://www.truetrophies.com/game/Akibas-Trip-Undead-and-Undressed/trophies,15,20,https://www.truetrophies.com/game/Akibas-Trip-Undead-and-Undressed,Open-World|Role-Playing|Action-RPG,Acquire,NIS-America|Xseed-Games,2014/November/25,3.37GB
58,ALBEDO: Eyes From Outer Space,1345,1.05,3218,87.4,1.8,https://www.truetrophies.com/game/ALBEDO-Eyes-From-Outer-Space/trophies,1,2,https://www.truetrophies.com/game/ALBEDO-Eyes-From-Outer-Space,Adventure,IV-Productions|Z4G0,Merge-Games,2016/February/02,2.60GB
59,Albedo: Eyes from Outer Space (EU),1338,1.05,3337,88.3,1.2,https://www.truetrophies.com/game/Albedo-Eyes-from-Outer-Space-European/trophies,2,3,https://www.truetrophies.com/game/Albedo-Eyes-from-Outer-Space-European,Adventure,IV-Productions|Z4G0,Merge-Games,2016/January/20,2.40GB
60,Alien: Isolation,3109,2.3,55041,9.1,4.1,https://www.truetrophies.com/game/Alien-Isolation/trophies,30,35,https://www.truetrophies.com/game/Alien-Isolation,Survival-Horror|Stealth,Creative-Assembly,SEGA,2014/October/07,18.55GB
61,Alienation,3015,2.12,35365,4.7,3.9,https://www.truetrophies.com/game/Alienation/trophies,50,60,https://www.truetrophies.com/game/Alienation,Shoot-em-up,Housemarque,Sony-Computer-Entertainment,2016/April/26,2.10GB
62,Alphaset by POWGI,1360,1.03,531,91.7,3.5,https://www.truetrophies.com/game/Alphaset-by-POWGI/trophies,0,1,https://www.truetrophies.com/game/Alphaset-by-POWGI,Puzzle,Lightwood-Games,Lightwood-Games,2020/August/25,204MB
63,Alphaset by POWGI (EU),1363,1.03,792,91.9,2.8,https://www.truetrophies.com/game/Alphaset-by-POWGI-European/trophies,0,1,https://www.truetrophies.com/game/Alphaset-by-POWGI-European,Puzzle,Lightwood-Games,Lightwood-Games,2020/August/25,206MB
64,Amaekata wa Kanojo Nari ni.,1277,1.01,899,96.9,2.1,https://www.truetrophies.com/game/Amaekata-wa-Kanojo-Nari-ni/trophies,0,1,https://www.truetrophies.com/game/Amaekata-wa-Kanojo-Nari-ni,Visual-Novel,TGL,Entergram,2017/October/26,975MB
65,Amamane,318,1.01,389,97.4,4.0,https://www.truetrophies.com/game/Amamane/trophies,0,1,https://www.truetrophies.com/game/Amamane,Visual-Novel,Prekano,Entergram,2019/November/28,1.00GB
66,Amnesia: Collection,3579,2.65,23341,2.0,3.3,https://www.truetrophies.com/game/Amnesia-Collection/trophies,15,20,https://www.truetrophies.com/game/Amnesia-Collection,Collection|Survival-Horror,Frictional-Games,Frictional-Games,2016/November/22,6.70GB
67,Among the Sleep,436,1.53,4640,32.8,3.3,https://www.truetrophies.com/game/Among-the-Sleep/trophies,3,4,https://www.truetrophies.com/game/Among-the-Sleep,Adventure,Krillbite-Studio,SOEDESCO|Krillbite-Studio,2015/December/08,1.77GB
68,Another World: 20th Anniversary Edition,419,1.33,19007,42.0,3.1,https://www.truetrophies.com/game/Another-World-20th-Anniversary-Edition/trophies,1,2,https://www.truetrophies.com/game/Another-World-20th-Anniversary-Edition,Platformer,The-Digital-Lounge,The-Digital-Lounge,2014/July/08,427MB
69,Anthem,3133,2.4,46185,6.9,3.0,https://www.truetrophies.com/game/Anthem/trophies,50,60,https://www.truetrophies.com/game/Anthem,Action-RPG|Dungeon-Crawler|Open-World|Role-Playing|Third-Person-Shooter,BioWare,Electronic-Arts,2019/February/22,31.63GB
70,anywhereVR,394,1.54,1391,30.3,1.8,https://www.truetrophies.com/game/anywhereVR/trophies,8,10,https://www.truetrophies.com/game/anywhereVR,Simulation,Dimps,UNTIES,2016/December/08,458MB
71,Ao no Kanata no Four Rhythm HD Edition,1306,1.02,804,94.5,2.2,https://www.truetrophies.com/game/Ao-no-Kanata-no-Four-Rhythm-HD-Edition/trophies,0,1,https://www.truetrophies.com/game/Ao-no-Kanata-no-Four-Rhythm-HD-Edition,Adventure|Visual-Novel,sprite,sprite,2017/January/26,9.20GB
72,Ape Escape 2,724,2.3,11307,7.0,3.7,https://www.truetrophies.com/game/Ape-Escape-2/trophies,25,30,https://www.truetrophies.com/game/Ape-Escape-2,Action,SIE-Japan-Studio,Sony-Computer-Entertainment,2016/August/02,1.80GB
73,Apex Legends,484,1.7,112119,20.5,3.9,https://www.truetrophies.com/game/Apex-Legends/trophies,60,80,https://www.truetrophies.com/game/Apex-Legends,Battle-Royale|First-Person-Shooter,Respawn-Entertainment,Electronic-Arts,2019/February/04,23.10GB
74,Apocalipsis: The Tree of the Knowledge of Good and Evil (EU),1504,1.11,300,78.7,1.8,https://www.truetrophies.com/game/Apocalipsis-The-Tree-of-the-Knowledge-of-Good-and-Evil-European/trophies,3,4,https://www.truetrophies.com/game/Apocalipsis-The-Tree-of-the-Knowledge-of-Good-and-Evil-European,Adventure|Point-and-Click,Klabater,Klabater,2019/September/05,4.03GB
75,Apotheon,3084,2.34,37211,15.3,3.2,https://www.truetrophies.com/game/Apotheon/trophies,12,15,https://www.truetrophies.com/game/Apotheon,Action,Alientrap-Games,Alientrap-Games,2015/February/03,578MB
76,Aragami,2938,2.02,8538,4.0,3.6,https://www.truetrophies.com/game/Aragami/trophies,15,20,https://www.truetrophies.com/game/Aragami,Stealth,Lince-Works,Merge-Games|Lince-Works,2016/October/04,5.96GB
77,Arc the Lad: Twilight of the Spirits,2794,2.07,1975,18.0,4.3,https://www.truetrophies.com/game/Arc-the-Lad-Twilight-of-the-Spirits/trophies,40,50,https://www.truetrophies.com/game/Arc-the-Lad-Twilight-of-the-Spirits,Role-Playing|Turn-Based,Cattle-Call,Sony-Computer-Entertainment,2016/January/12,2.83GB
78,Arcade Archives A-JAX,302,1.06,864,81.8,2.0,https://www.truetrophies.com/game/Arcade-Archives-AJAX/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-AJAX,Shoot-em-up,Konami-Digital-Entertainment,Hamster,2015/March/19,23MB
79,Arcade Archives Armed F,313,1.1,568,71.1,2.7,https://www.truetrophies.com/game/Arcade-Archives-Armed-F/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-Armed-F,Shoot-em-up,Nichibutsu,Hamster,2016/May/27,41MB
80,Arcade Archives Atomic Robo-Kid,304,1.07,280,78.9,2.4,https://www.truetrophies.com/game/Arcade-Archives-Atomic-RoboKid/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-Atomic-RoboKid,Shoot-em-up,UPL,Hamster,2016/September/29,45MB
81,Arcade Archives Bomb Jack,289,1.02,966,93.7,2.7,https://www.truetrophies.com/game/Arcade-Archives-Bomb-Jack/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-Bomb-Jack,Platformer,KOEI-TECMO,Hamster,2014/June/19,19MB
82,Arcade Archives Bubble Bobble,327,1.15,2052,59.3,3.5,https://www.truetrophies.com/game/Arcade-Archives-Bubble-Bobble/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-Bubble-Bobble,Platformer,Taito,Hamster,2016/January/29,34MB
83,Arcade Archives Buta san,290,1.02,1039,94.3,2.3,https://www.truetrophies.com/game/Arcade-Archives-Butasan/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-Butasan,Action,Jaleco,Hamster,2015/March/12,20MB
84,Arcade Archives City Connection,297,1.04,1091,87.5,2.4,https://www.truetrophies.com/game/Arcade-Archives-City-Connection/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-City-Connection,Platformer,Jaleco,Hamster,2015/May/05,17MB
85,Arcade Archives Contra,334,1.17,1858,61.0,3.3,https://www.truetrophies.com/game/Arcade-Archives-CONTRA/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-CONTRA,Run-and-Gun,Konami-Digital-Entertainment,Hamster,2016/August/10,47MB
86,Arcade Archives Cosmo Police Galivan,300,1.05,786,85.1,2.1,https://www.truetrophies.com/game/Arcade-Archives-Cosmo-Police-Galivan/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-Cosmo-Police-Galivan,Action,Nichibutsu,Hamster,2015/April/09,17MB
87,Arcade Archives Crazy Climber,297,1.04,1327,87.3,1.6,https://www.truetrophies.com/game/Arcade-Archives-Crazy-Climber/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-Crazy-Climber,Action,Nichibutsu,Hamster,2015/May/26,16MB
88,Arcade Archives Crazy Climber 2,334,1.17,851,62.4,1.8,https://www.truetrophies.com/game/Arcade-Archives-CRAZY-CLIMBER2/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-CRAZY-CLIMBER2,Action,Nichibutsu,Hamster,2015/February/26,20MB
89,Arcade Archives Double Dragon,322,1.13,3294,67.5,2.9,https://www.truetrophies.com/game/Arcade-Archives-Double-Dragon/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-Double-Dragon,Beat-em-up,Technos-Japan,Hamster,2015/May/12,19MB
90,Arcade Archives DOUBLE DRAGON II The Revenge,371,1.3,1353,50.1,3.0,https://www.truetrophies.com/game/Arcade-Archives-DOUBLE-DRAGON-2-The-Revenge/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-DOUBLE-DRAGON-2-The-Revenge,Beat-em-up,Arc-System-Works,Hamster,2016/February/26,49MB
91,Arcade Archives Exerion,291,1.02,1141,93.2,2.0,https://www.truetrophies.com/game/Arcade-Archives-EXERION/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-EXERION,Shoot-em-up,Jaleco,Hamster,2015/July/07,15MB
92,Arcade Archives Gradius,315,1.11,1691,71.6,2.9,https://www.truetrophies.com/game/Arcade-Archives-Gradius/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-Gradius,Shoot-em-up,Konami-Digital-Entertainment,Hamster,2015/June/09,23MB
93,Arcade Archives Gradius II,326,1.14,737,60.4,3.4,https://www.truetrophies.com/game/Arcade-Archives-Gradius-2/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-Gradius-2,Shoot-em-up,Konami-Digital-Entertainment,Hamster,2016/April/22,47MB
94,Arcade Archives Ikki,292,1.02,793,92.1,2.0,https://www.truetrophies.com/game/Arcade-Archives-Ikki/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-Ikki,Action,Sunsoft,Hamster,2015/May/22,18MB
95,Arcade Archives Karate Champ,322,1.13,1112,69.2,1.6,https://www.truetrophies.com/game/Arcade-Archives-Karate-Champ/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-Karate-Champ,Beat-em-up,Hamster,Hamster,2014/October/09,16MB
96,Arcade Archives Kid's Horehore Daisakusen,301,1.05,364,85.4,2.6,https://www.truetrophies.com/game/Arcade-Archives-Kids-Horehore-Daisakusen/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-Kids-Horehore-Daisakusen,Action,Hamster,Hamster,2016/April/26,66MB
97,Arcade Archives Kiki Kaikai,319,1.12,437,69.3,2.4,https://www.truetrophies.com/game/Arcade-Archives-KIKI-KAIKAI/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-KIKI-KAIKAI,Shoot-em-up,Taito,Hamster,2016/July/15,39MB
98,Arcade Archives Life Force,321,1.13,999,63.4,3.2,https://www.truetrophies.com/game/Arcade-Archives-Life-Force/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-Life-Force,Shoot-em-up,Konami-Digital-Entertainment,Hamster,2016/March/29,46MB
99,Arcade Archives Magmax,299,1.05,913,85.7,2.3,https://www.truetrophies.com/game/Arcade-Archives-Magmax/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-Magmax,Shoot-em-up,Nichibutsu,Hamster,2015/April/02,18MB
100,Arcade Archives Mat Mania Exciting Hour,315,1.1,1163,73.4,2.3,https://www.truetrophies.com/game/Arcade-Archives-Mat-Mania-Exciting-Hour/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-Mat-Mania-Exciting-Hour,Wrestling|Sports,Technos-Japan,Hamster,2015/March/24,18MB
101,Arcade Archives Moon Cresta,302,1.06,1374,83.8,1.9,https://www.truetrophies.com/game/Arcade-Archives-MOON-CRESTA/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-MOON-CRESTA,Shoot-em-up,Nichibutsu,Hamster,2015/May/29,15MB
102,Arcade Archives Mr.Goemon,298,1.05,811,86.4,2.5,https://www.truetrophies.com/game/Arcade-Archives-Mr-Goemon/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-Mr-Goemon,Platformer,Konami-Digital-Entertainment,Hamster,2014/December/25,17MB
103,Arcade Archives Mutant Night,296,1.04,184,87.5,2.4,https://www.truetrophies.com/game/Arcade-Archives-Mutant-Night/trophies,0,1,https://www.truetrophies.com/game/Arcade-Archives-Mutant-Night,Action,UPL,Hamster,2017/February/16,21MB
